F	45.2702210000	17359.1710000000	576.7874000000	-708.4882500000	368.0770500000	-113.5327200000	20.4150550000	-1.9717155000	0.0789090870
F-	40.7895540000	-66094.3680000000	4973.3807000000	-7.0989626000	4.6817863000	-1.6469225000	0.3162373500	-0.0312383620	0.0012405544
F2	54.6317830000	-2078.7457000000	6365.0371000000	2861.8383000000	-1768.1365000000	691.2088400000	-149.1239100000	16.2379970000	-0.7018436200
FO	58.7348350000	30401.2660000000	6551.4640000000	2343.0924000000	-1291.1582000000	414.4130500000	-76.6675200000	7.5641493000	-0.3077673000
F2O	66.1821880000	3040.1266000000	8318.7177000000	5582.0160000000	-3113.1079000000	1006.6124000000	-187.0366400000	18.4991810000	-0.7537980300
HF	50.9803810000	30401.2660000000	7404.4762000000	-1070.3271000000	1050.1644000000	-375.1235400000	69.9047130000	-6.6921267000	0.2601550700
DF	51.1390160000	304012.6600000000	6759.4005000000	-150.5232200000	692.6835800000	-317.5233000000	68.4345940000	-7.2842394000	0.3083479700
TF	50.8962790000	3040126.6000000000	6257.8941000000	780.2305500000	113.0491000000	-126.7600900000	33.3458410000	-3.8889880000	0.1739451800
Cl	45.7236540000	27365.6380000000	5312.5500000000	305.7446400000	-357.1696900000	150.8185000000	-32.2455320000	3.4771606000	-0.1501871400
Cl-	42.6492270000	-60984.3680000000	4973.3798000000	-7.0969712000	4.6800343000	-1.6461508000	0.3160580200	-0.0312173610	0.0012395777
Cl2	61.5488940000	-2334.4460000000	7544.7022000000	1641.1953000000	-983.8661200000	354.3693300000	-71.2502060000	7.5759040000	-0.3317293100
ClO	60.9871500000	22046.8550000000	6678.6604000000	2270.0778000000	-1197.6544000000	376.2096800000	-67.0300800000	6.3972482000	-0.2550946200
ClO2	67.3836650000	22310.6410000000	7623.6432000000	6058.1923000000	-3270.7323000000	1039.7130000000	-190.9135000000	18.7519070000	-0.7607140600
Cl20	72.0969230000	15064.7540000000	9128.7258000000	4774.1747000000	-2664.5570000000	862.4999000000	-160.4370200000	15.8823360000	-0.6474857000
HCl	52.6917840000	-24024.4880000000	6680.2853000000	-4.4166240000	576.4887500000	-269.3715600000	57.8453090000	-6.1047321000	0.2562386000
DCl	52.4163340000	-54209.7890000000	5938.0054000000	1476.6828000000	-330.7134700000	17.2753300000	7.7338496000	-1.5095462000	0.0836496240
TCl	52.5188790000	-24312.0960000000	5670.7246000000	2251.1004000000	-893.2269700000	222.0399500000	-32.8342500000	2.6632014000	-0.0907954120
HOCl	63.2218930000	-23945.0730000000	7254.8735000000	3730.3333000000	-1456.8808000000	382.4563700000	-63.0011240000	5.8066236000	-0.2267756500
ClF	59.1862260000	-14149.5980000000	6860.4347000000	2186.1933000000	-1204.9067000000	393.0147900000	-72.0667150000	7.0377142000	-0.2853645100
Br	48.2438580000	25277.5020000000	5129.2319000000	-495.4252600000	574.1451300000	-241.1594400000	50.1602050000	-5.2289705000	0.2183928600
Br-	45.0717290000	-57163.3680000000	4973.3788000000	-7.0953516000	4.6787387000	-1.6456064000	0.3159349700	-0.0312031970	0.0012389265
Br2	68.8568970000	4891.5230000000	8584.7505000000	283.5765600000	-3.5650383000	-51.8526300000	20.8415900000	-2.8437157000	0.1312996900
BrO	63.8824330000	27866.9830000000	6894.4148000000	2178.8417000000	-1240.9460000000	430.7241100000	-85.4265160000	8.8127861000	-0.3668353800
HBr	54.9543750000	-10635.4010000000	6426.1063000000	468.9307200000	317.1965600000	-194.2644700000	45.5943930000	-5.0267490000	0.2163356400
DBr	54.6719390000	-10727.8210000000	5723.9945000000	2041.6365000000	-728.6609300000	159.3998900000	-19.8945700000	1.2815320000	-0.0308048470
TBr	54.9817520000	-10810.2310000000	5588.2299000000	2704.5875000000	-1274.3003000000	376.1088000000	-66.1057900000	6.3531245000	-0.2555869700
BrF	62.7513870000	-12394.1580000000	7376.6571000000	1589.7583000000	-802.2848800000	246.6523800000	-43.7993580000	4.4355459000	-0.1949102600
BrCl	66.6096590000	1094.0697000000	8094.9715000000	970.1571900000	-572.3986200000	220.4531500000	-49.9658890000	5.8305967000	-0.2684614200
J	49.1843670000	24031.5670000000	4971.6229000000	38.4424810000	-86.2847380000	62.0561820000	-16.4673270000	1.9528152000	-0.0879705350
J-	46.4503270000	-52023.3680000000	4973.3778000000	-7.0933205000	4.6770011000	-1.6448601000	0.3157659800	-0.0311839190	0.0012380534
J2	73.2296200000	12264.3790000000	8954.0038000000	-295.0039200000	560.1177200000	-341.7463700000	97.1993810000	-12.5080810000	0.5995308400
JO	66.4489770000	37852.3700000000	7257.9150000000	1762.0911000000	-951.4176600000	305.5132900000	-55.9397270000	5.5465877000	-0.2309511200
HJ	56.1218430000	4426.2535000000	6106.1699000000	1099.4530000000	-60.5707230000	-79.0460420000	2.6505460000	-3.3973753000	0.1596656100
DJ	56.3141510000	44004.7102000000	5684.2779000000	2400.7986000000	-1010.6564000000	266.1545300000	-41.7075980000	3.6204428000	-0.1339180700
TJ	56.9548140000	4349.8175000000	5713.0441000000	2834.1138000000	-1414.5985000000	434.1619700000	-78.3080890000	7.6753693000	-0.3140202300
JF	64.8846060000	-24903.7700000000	7605.7502000000	1335.8733000000	-666.5930700000	194.9631800000	-32.2337740000	2.9895567000	-0.1203330600
JCl	68.9320010000	1596.3950000000	8360.2289000000	578.1548900000	-218.0409900000	37.1024110000	0.6989927100	-0.5480066100	0.0285045450
JBr	72.4729350000	7151.2516000000	8803.2752000000	-28.2602870000	254.8456400000	-169.4039600000	49.5475310000	-6.2971437000	0.2924757000
S	47.9784790000	63508.7150000000	6099.8777000000	-9300.9365500000	409.9249300000	-98.8362800000	14.7453600000	-1.2868500000	0.0496843300
S2	62.8961380000	28354.2530000000	7491.8611000000	1168.2362000000	-496.8898200000	179.6934300000	-39.4295370000	4.5316920000	-0.2070404300
SO	59.0021680000	-1879.6141000000	6100.4701000000	2600.2525000000	-1411.5801000000	491.6532400000	-97.5897370000	10.1331810000	-0.4265717100
SO2	63.5512800000	-73374.6180000000	6571.1057000000	6675.0548000000	-3434.1933000000	1056.1014000000	-187.6329000000	17.8595570000	-0.7059289600
SO3	64.2671990000	-97421.0150000000	7395.1137000000	11524.3110000000	-6118.1502000000	1914.5036000000	-347.6851300000	33.8163800000	-1.3602516000
S2O	71.5514370000	-29006.9710000000	8629.8928000000	5087.5404000000	-2773.4132000000	882.7806600000	-162.1179800000	15.8843320000	-0.6420209900
HS	56.4275630000	32839.1970000000	7679.8698000000	-778.9707600000	1003.7581000000	-413.9058000000	86.3221650000	-9.0819456000	0.3841016300
H2S	54.7165180000	-6886.3848000000	6086.4405000000	3215.8273000000	-453.6007900000	-76.5354760000	40.0094980000	-5.6263912000	0.2764847800
SF	61.5844240000	16045.9970000000	6829.0526000000	2109.9952000000	-1174.8599000000	379.2572300000	-70.4067190000	6.9658526000	-0.2843026900
SF2	69.3495810000	-35791.8280000000	8839.6750000000	5118.0959000000	-2877.5453000000	936.7735700000	-175.1028500000	17.4096760000	-0.7125638300
SF4	79.0189830000	-179530.4300000000	13160.1990000000	12916.3160000000	-7294.8813000000	2378.3150000000	-444.4256300000	44.1321920000	-1.8632716000
SF6	76.6649730000	-294806.4800000000	15750.4330000000	22420.8120000000	-12669.9620000000	4134.2523000000	-773.1907800000	76.8290740000	-3.1405512000
SOF2	73.4353290000	-165642.7200000000	9973.2470000000	9662.4315000000	-5329.7054000000	1714.2552000000	-317.7842400000	31.4052480000	-1.2795183000
SO2F2	74.3506480000	-209220.7900000000	10807.2810000000	14095.5520000000	-7558.8979000000	2380.4252000000	-433.9741800000	42.3005200000	-1.7031509000
N	42.7256380000	111509.4100000000	5015.7889000000	-92.2950940000	83.5474770000	-38.5406770000	8.9155623000	-0.9140184700	0.0347074650
N+	44.4743330000	448680.5000000000	5130.2297000000	-184.2242200000	117.6932900000	-44.8473100000	9.9297450000	-1.1129411000	0.0491682780
N2	52.7221430000	-1885.3493000000	6183.1319000000	939.6197500000	7.4290406000	-98.9571960000	29.6451760000	-3.6804323000	0.1716578300
N2+	53.0192370000	358956.9500000000	5678.6099000000	2067.6869000000	-1025.9148000000	374.4396000000	-73.8359080000	7.2551685000	-0.2822574200
N3	54.8335300000	112273.2400000000	4899.0046000000	7955.1941000000	-3833.4332000000	1126.2945000000	-196.2203300000	18.5637820000	-0.7329849500
NO	56.6546170000	19688.5300000000	5986.4853000000	1702.7013000000	-548.0881100000	99.7564510000	-9.0098314000	0.2310046100	0.0103719990
NO+	54.3174460000	234437.1700000000	6186.7937000000	924.9796000000	16.5780420000	-101.2308000000	29.9146370000	-3.6939084000	0.1720210200
NO2	59.9911550000	5869.5608000000	5411.0030000000	7352.2983000000	-3605.7026000000	1079.6505000000	-185.1246400000	17.0287960000	-0.6532452600
N2O	56.1427970000	17305.3890000000	6060.1548000000	6913.5391000000	-3265.1473000000	958.7943600000	-167.7095500000	15.9660090000	-0.6345785500
NH	51.7273040000	79175.5800000000	6873.6705000000	-285.1731900000	683.6013500000	-277.7287100000	57.1925530000	-5.9895783000	0.2532744700
NH2	54.0084750000	39454.6290000000	6927.2776000000	1485.3507000000	338.6117900000	-269.7588500000	66.5299900000	-7.6326178000	0.3410939500
NH4	49.5650990000	-18042.6600000000	5383.1393000000	5237.9606000000	-783.0471300000	-42.3282960000	35.3729880000	-4.8432627000	0.2235078000
N2H2	53.0096880000	29392.1340000000	4197.4959000000	15341.2650000000	-5914.2330000000	1593.8725000000	-239.5273100000	21.4590550000	-0.8198831400
HNO	57.5084060000	24737.8640000000	5913.5281000000	4472.5747000000	-1642.8137000000	383.5758500000	-54.9752560000	4.2940662000	-0.1426982300
NF	57.4981240000	59449.4500000000	6364.7044000000	2405.1304000000	-1269.1503000000	391.6448000000	-69.9125800000	66.7698829000	-0.2641902900
NF2	65.2744050000	6931.4476000000	7419.0546000000	6386.6454000000	-3486.8697000000	1117.9382000000	-268.5374900000	20.3427200000	-0.8261367300
NF3	66.7008510000	-33475.8390000000	8645.6643000000	44189.5360000000	-6246.0182000000	2023.5140000000	-376.7968200000	37.3399910000	-1.5237619000
FNO	65.5924500000	-18611.9510000000	7597.3688000000	5260.0865000000	-2663.2118000000	781.2412000000	-137.9278200000	43.1736710000	-0.5238800100
NS	59.8913500000	53850.6660000000	6550.3770000000	2035.5587000000	-983.4126600000	288.5547000000	-19.6030320000	4.6093198000	-0.1783638700
P	44.4914080000	74175.9380000000	4731.8654000000	449.0333200000	-370.3627900000	138.7314500000	-21.4330230000	1.3856047000	-0.0260802030
P2	59.3573760000	32115.2780000000	6925.0033000000	2053.9564000000	-1128.7207000000	363.7667900000	-67.1244000000	6.5832263000	-0.2653617900
P3	81.1039430000	9443.1884000000	14395.2610000000	5848.4947000000	-3394.1438000000	1128.1791000000	-213.8688600000	21.4709410000	-0.8847468900
PO	60.0182960000	-9258.4776000000	6525.1308000000	2047.8482000000	-991.2439500000	291.8527600000	-50.5397230000	4.7554845000	-0.1868586600
P4O4	94.5704070000	-513449.0500000000	23982.4690000000	32182.3320000000	-18161.8760000000	5918.8352000000	-1105.4159000000	109.6695000000	-4.4752586000
P4O8	100.0026100000	-580458.6800000000	25127.4660000000	41919.6410000000	-23265.8710000000	2506.9584000000	-1393.6316000000	137.7835600000	-0.0561235180
P4O10	98.2154720000	-698569.4900000000	26259.7890000000	51659.5970000000	-28387.9550000000	9691.9972000000	-1680.4830000000	165.6464500000	-6.7328927000
PH	53.9453570000	54891.2510000000	6109.3189000000	1113.5362000000	-136.3742800000	-22.9434730000	12.5264830000	-1.8005217000	0.0903174520
PF	60.7130340000	-13465.2860000000	6734.8966000000	2225.8756000000	-1258.0147000000	443.3305000000	-78.1697130000	0.7875064000	-0.3267428200
PF2	69.8971940000	-106300.4200000000	8631.6456000000	5329.7163000000	-2997.1380000000	945.1904000000	-182.0236500000	18.0559280000	-0.7367253500
PF3	73.3265970000	-218853.5700000000	10822.6560000000	9107.4022000000	-5106.0326000000	1657.0369000000	-308.7121200000	30.5938970000	-1.2483843000
PF6	73.5825400000	-320117.3700000000	12494.3860000000	19898.1970000000	-10863.8190000000	3521.4816000000	-655.1134200000	64.8082980000	-2.6391320000
POF3	73.6144510000	-290276.5900000000	10942.9110000000	14310.9210000000	-7794.9262000000	2480.5005000000	-455.5178300000	44.6354640000	-1.8043800000
PCl	65.3445690000	33396.8150000000	7750.5746000000	1245.5227000000	-710.9238300000	232.4417000000	-43.3988970000	4.3007262000	-0.1754213500
PCl3	91.6892990000	-71210.0530000000	16028.7510000000	4075.8119000000	-2359.0311000000	781.7043400000	-147.0919200000	14.7726560000	-0.6062230200
PCl5	112.5598700000	-96081.6630000000	24548.5000000000	7729.8800000000	-4605.9855000000	1505.0735000000	-286.8018400000	28.9451140000	-1.1938774000
POCl2	93.5371980000	-140286.4400000000	17185.3380000000	8556.8999000000	-4751.8657000000	1532.2990000000	-284.0092200000	28.0126310000	-1.1376947000
PS	64.8066260000	37828.0140000000	7711.2869000000	1253.4619000000	-689.6232700000	224.7933800000	-42.2495030000	4.2577595000	-0.1768952100
PN	55.9184270000	21804.1300000000	5752.8245000000	2751.6714000000	-137.4564300000	416.0742400000	-74.0387900000	7.1265880000	-0.2856717200
C	43.6512230000	169440.1800000000	4916.9336000000	125.9485300000	-124.1017400000	55.9212140000	-11.2939910000	1.0918904000	-0.0415166480
C+	43.0498680000	430758.0300000000	5023.0186000000	-57.1705300000	32.3941020000	-10.5567440000	1.9782537000	-0.1934626500	0.0082975524
C2	63.2867260000	197178.6400000000	11240.5390000000	-3808.1555000000	2574.3926000000	-873.3955800000	165.5595900000	-16.5832410000	0.6821251500
C3	61.2483500000	187827.6000000000	6658.8085000000	6677.9259000000	-3238.8839000000	950.1503300000	-164.4428800000	15.4066840000	-0.6013049900
CO	53.7084190000	-28282.2840000000	5982.3212000000	1370.6198000000	-281.8049500000	1.6967626000	10.3071960000	-1.7365992000	0.0918923330
CO+	55.2372040000	293338.4000000000	6072.2363000000	1183.0555000000	-133.9829300000	-57.7513450000	22.6665710000	-2.9171236000	0.1341381600
CO2	54.1760230000	-96249.6810000000	5689.7647000000	6948.0348000000	-3187.2163000000	907.5194200000	-154.3475200000	14.3310370000	-0.5571496000
C3O2	71.0926970000	-27253.5550000000	10107.9810000000	12777.9630000000	-5969.1880000000	1709.0598000000	-291.1122900000	26.9904150000	-1.0463548000
CH	51.5978150000	140597.3000000000	6603.0981000000	129.4365600000	573.4214900000	-267.6415100000	59.4113750000	-6.3500005000	0.2681859900
CH2	64.8781240000	88144.4390000000	5431.3385000000	4513.1517000000	-1238.9165000000	194.6322900000	-15.0172150000	0.2320080000	0.0231953330
CH3	48.1280620000	32192.0710000000	4491.7280000000	6248.7738000000	-1167.0905000000	-11.7049950000	43.6528200000	-6.8574345000	0.3472655600
CH4	59.5442730000	-19195.6250000000	1415.4971000000	12108.7410000000	-6520.8674000000	576.7777700000	-45.2111740000	0.5495690800	0.8578723100
HCO	57.1560370000	5359.1827000000	5049.0120000000	4860.2164000000	-1703.2146000000	102.5790200000	-58.7845520000	4.7150342000	-0.1582320500
H2CO	44.9776310000	-29264.2890000000	2732.5052000000	10248.0850000000	-3786.3331000000	872.1803900000	-121.8575900000	9.4751889000	-0.3134087600
CF	56.6889680000	57822.1500000000	5932.3420000000	2548.7004000000	-1206.2574000000	344.1375800000	-56.9775140000	5.0764072000	-0.1878108500
CF2	61.1935700000	-44587.9740000000	6001.2067000000	7046.2239000000	-3655.9788000000	1128.5588000000	-203.2645500000	19.6776130000	-0.7896165400
CF3	65.4780920000	-122706.8500000000	7333.2506000000	12045.1750000000	-6536.7849000000	2080.8029000000	-382.6737300000	37.5818820000	-1.5234514000
CF4	62.5848540000	-226568.4800000000	7792.9948000000	17090.9160000000	-9230.5860000000	2923.4306000000	-535.5762800000	52.4349910000	-2.1199771000
FCO	64.1984580000	-32203.5460000000	6537.8090000000	5676.5246000000	-2644.1643000000	752.4299500000	-127.3975800000	11.7588230000	-0.4547032800
F2CO	62.7833730000	-153816.7500000000	6167.0345000000	12104.5220000000	-6264.4977000000	1930.8600000000	-347.4138900000	33.5949890000	1.3465000000
CHF	56.9382700000	23022.1400000000	5480.0426000000	4927.8087000000	-1814.4601000000	423.3195300000	-60.6378010000	4.8712832000	-0.1677263300
CH2F	52.9921030000	-12605.9810000000	3245.5404000000	10129.8390000000	-3932.0794000000	972.0096900000	-147.5855000000	12.5086700000	-0.4519820800
CH3F	46.0616560000	-60386.0870000000	897.7088200000	15129.5440000000	-5318.8567000000	1420.5030000000	-212.7278100000	17.7916090000	-0.6354439000
CHF2	58.7802520000	-60047.1410000000	39347.1410000000	12019.1340000000	-5617.6919000000	1617.5143000000	-277.3885800000	25.8814890000	-1.0087978000
CH2F2	52.3011920000	-108340.1600000000	2035.2675000000	16756.7160000000	-7436.3328000000	2062.0622000000	-344.1583800000	31.4816690000	-1.2090294000
CHF3	58.1836010000	-169619.8300000000	4538.0998000000	17272.5660000000	-8530.4839000000	2559.5063000000	-453.0975200000	43.3683310000	-1.7267301000
HFCO	57.8987670000	-91489.7570000000	4223.8597000000	11370.9460000000	-5152.2194000000	1447.1977000000	-243.3638700000	22.3517710000	-0.8599574200
CCl	60.8721640000	116862.8900000000	6892.7271000000	2050.0440000000	-1088.6916000000	345.8692400000	-62.8709630000	6.1527697000	-0.2516610900
CCl2	71.2757480000	43282.8810000000	8847.9573000000	5024.6435000000	-2793.8231000000	901.5163200000	-167.1577300000	16.4890060000	-0.6695528600
CCl3	83.2291860000	8529.1118000000	12744.1640000000	7275.3918000000	-4117.4852000000	1345.3465000000	-251.9129800000	25.0582760000	-1.0252199000
CCl4	89.6291570000	-30380.0840000000	16942.9840000000	9220.8938000000	-5285.6994000000	1746.0282000000	-330.1093100000	33.1225130000	-1.3658576000
CClO	69.6624550000	-6369.0236000000	7819.9631000000	4906.6114000000	-2386.2146000000	705.5577600000	-123.4357900000	11.7077380000	-0.4629305700
Cl2CO	75.8704580000	-55712.9780000000	10467.8370000000	8470.6340000000	-4460.1410000000	1395.7065000000	-254.5395800000	24.9150170000	-1.0096391000
CH3Cl	51.4011900000	-22430.4480000000	2582.7049000000	14124.5080000000	-5490.3899000000	1359.9635000000	-206.5678800000	17.4738860000	-0.6288916800
CH2Cl2	63.8343760000	-25250.8050000000	5758.5274000000	14199.7840000000	-6431.4956000000	1832.5532000000	-314.8127400000	29.6255980000	-1.1639430000
CHCl3	77.1030320000	-28979.6620000000	10755.4240000000	12207.8660000000	-6083.2306000000	1844.8653000000	-329.6208100000	31.7722940000	-1.2712986000
CF3Cl	72.3253940000	-175421.5200000000	10166.2150000000	15093.8420000000	-8241.5378000000	2630.4823000000	-484.8181700000	47.7082820000	-1.9378123000
CF2Cl2	79.9703260000	-123754.3700000000	12485.0710000000	13064.7230000000	-7182.9557000000	2294.4434000000	-421.3522100000	41.1753860000	-1.6566623000
CFCl3	85.8411020000	-76076.8790000000	14747.5710000000	11125.6870000000	-6233.1232000000	2023.2906000000	-377.0928100000	37.3736730000	-4.5243563000
FClCO	70.5754150000	-104215.7800000000	8300.0379000000	10359.8600000000	-5417.0113000000	1682.4799000000	-304.4278500000	29.5579640000	-1.1881238000
CH2FCl	59.5796770000	-74313.6470000000	3.9659718000	15429.5420000000	-6932.1533000000	1957.1222000000	-333.4881300000	31.1805280000	-1.2243214000
CHF2Cl	66.6309800000	-124093.4300000000	6554.4780000000	15629.5940000000	-7731.5026000000	2322.1969000000	-410.8104100000	39.2145580000	-1.5541214000
CHFCl2	73.2226750000	-76621.2110000000	8795.7903000000	13803.6460000000	-6846.1312000000	2062.9143000000	-366.3350500000	35.1283410000	-1.3996788000
CBr4	100.5617500000	14204.2050000000	17281.6340000000	11736.0590000000	-9213.3645000000	4263.8395000000	-1146.6741000000	465.3800900000	-9.8760111000
CH3Br	65.2616710000	-10562.8600000000	3299.1836000000	13672.7760000000	-5351.1311000000	1343.2849000000	-207.6028900000	17.8957820000	-0.6560745500
CH2Br2	68.2419350000	-1783.3150000000	5623.8456000000	16421.9310000000	-9347.7944000000	3556.8342000000	-844.3852400000	111.8253100000	-6.2712014000
CHBr3	83.9501440000	5887.5899000000	10570.3290000000	15294.2450000000	-10227.7860000000	4350.3074000000	-1116.0816000000	156.5470700000	-9.1897299000
CF2Br	76.7980870000	-162287.9700000000	11038.3570000000	14217.9450000000	-7744.2267000000	2466.3365000000	-453.7097400000	44.5738490000	-1.8078023000
CF2Br2	88.6953670000	-103973.5500000000	14150.5240000000	1145.2806000000	-6327.3674000000	2037.7664000000	-378.4394900000	37.4951490000	-1.5327006000
CFBr3	98.6434630000	-46630.4480000000	17146.5570000000	8732.1044000000	-4901.6290000000	1595.9551000000	-298.7619700000	29.7787270000	-1.2227626000
CH2FBr	64.0437970000	-62505.3370000000	4916.7340000000	14563.4550000000	-6447.6370000000	1791.2157000000	-299.9528600000	27.5381990000	-1.0613746000
CHF2Br	71.9822620000	-113328.3600000000	7706.3557000000	14543.2450000000	-7132.8631000000	2126.3395000000	-373.6293400000	35.4536680000	-1.3979397000
CHFBr2	81.6073710000	-53933.8450000000	10391.3140000000	12379.0790000000	-6113.2672000000	1892.3752000000	-328.0878000000	31.6030560000	-1.2663949000
CCl3Br	89.3489910000	-15638.9840000000	14477.3640000000	15294.8960000000	-11835.0490000000	5415.2618000000	-1443.3699000000	206.7233500000	-12.2782530000
CCl2Br3	94.4999660000	-6426.3735000000	15258.9420000000	14273.8670000000	-11037.6650000000	5035.8075000000	-1336.7861000000	190.6420700000	-11.2802400000
CClBr3	98.7530630000	4363.5916000000	16380.7810000000	12926.2680000000	-10124.3930000000	4677.7132000000	-1256.3628000000	181.0132500000	-10.8008030000
CH2ClBr	65.2085410000	-14599.2500000000	4688.3980000000	17368.7810000000	-9975.9083000000	3835.5564000000	-922.6139000000	124.0978500000	-7.0708218000
CHCl2Br	77.0580300000	-16754.4970000000	86634.4410000000	17517.5640000000	-11796.3980000000	5024.7140000000	-1288.1980000000	180.4409400000	-10.5750290000
CHClBr2	81.4690190000	-5922.7443000000	9572.3231000000	16416.9560000000	-40968.0150000000	4638.5196000000	-1180.2135000000	163.9391400000	-9.5217275000
CF2ClBr	85.6432140000	-145809.0900000000	13295.9860000000	12261.9100000000	-6746.2144000000	2159.9838000000	-398.2352100000	39.1275800000	-1.5847540000
